index,Tahun,Comments,preprocessed,tokenize_text,label,score
32,2020,Jangan kecapekan beb istirahat yg cukup yahâ¤ï¸,cape beb istirahat ya hati merah,"['cape', 'beb', 'istirahat', 'ya', 'hati', 'merah']",negatif,-5
33,2020,ka naddğ??,kak nad wajah senyum lebar mata hati,"['kak', 'nad', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-1
34,2020,ringlight nya beli d mna say?,ringlight nya beli sayang,"['ringlight', 'nya', 'beli', 'sayang']",negatif,-1
35,2020,Aaaa canciiiiğ??­,a cantik wajah menang keras,"['a', 'cantik', 'wajah', 'menang', 'keras']",negatif,-3
36,2020,Cantik kakğ??,cantik kak wajah senyum lebar mata hati,"['cantik', 'kak', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-3
37,2020,Adem banget kaya puncak,adem banget kayak puncak,"['adem', 'banget', 'kayak', 'puncak']",negatif,-6
38,2020,"Ka naad waktu itu body lotionnya pake apaa.. aku lupa ,uda ss tp ilanggğ??­â¤ï¸â¤ï¸ cantik bgt btwğ??",kak naad body lotionnya pakai lupa si hilang wajah menang keras hati merah hati merah cantik banget btw wajah senyum lebar mata hati,"['kak', 'naad', 'body', 'lotionnya', 'pakai', 'lupa', 'si', 'hilang', 'wajah', 'menang', 'keras', 'hati', 'merah', 'hati', 'merah', 'cantik', 'banget', 'btw', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-5
39,2020,Selalu cantikkk ahğ??­,cantik ah wajah menang keras,"['cantik', 'ah', 'wajah', 'menang', 'keras']",negatif,-3
40,2020,aaaa cantikk sekalii gaboonggğ??­ğ??±ğ??,a cantik gaboong wajah menang keras wajah sangat takut wajah senyum lebar mata hati,"['a', 'cantik', 'gaboong', 'wajah', 'menang', 'keras', 'wajah', 'sangat', 'takut', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-9
41,2020,Aaaa cantikğ??­â¤ï¸,a cantik wajah menang keras hati merah,"['a', 'cantik', 'wajah', 'menang', 'keras', 'hati', 'merah']",negatif,-2
42,2020,Semoga tergerak hatinya mamiyaaa...bisa bntu kami untuk beli sarunggg dan mukenaa untuk anak2 yatimâ¤ï¸ğ??¢,moga gerak hati mamiya bantu beli sarung mukena anakanak yatim hati merah wajah menang,"['moga', 'gerak', 'hati', 'mamiya', 'bantu', 'beli', 'sarung', 'mukena', 'anakanak', 'yatim', 'hati', 'merah', 'wajah', 'menang']",negatif,-4
43,2020,Belom mandi juga cantikğ??,mandi cantik wajah senyum lebar mata hati,"['mandi', 'cantik', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-3
44,2020,Kayanya BB nya stabil ya kak?,kaya b nya stabil ya kak,"['kaya', 'b', 'nya', 'stabil', 'ya', 'kak']",positif,3
45,2020,cantikkk kak,cantik kak,"['cantik', 'kak']",negatif,-2
46,2020,  loh anjr mirip bgt,loh anjr banget,"['loh', 'anjr', 'banget']",netral,0
47,2020,mami bibu cantik syekaliii ğ?¥ºğ???ğ???,mami bibu cantik syekali wajah memelas hati besar hati besar,"['mami', 'bibu', 'cantik', 'syekali', 'wajah', 'memelas', 'hati', 'besar', 'hati', 'besar']",positif,2
48,2020,Cantikkk bangetttt â¤ï¸,cantik banget hati merah,"['cantik', 'banget', 'hati', 'merah']",negatif,-1
49,2020,  lah iya,iya,['iya'],netral,0
50,2020,"Seru scrolling ig kak  , masyaallah belum mndi aja udh secantik ini ğ???",seru scrolling ig kak masyaallah mndi cantik wajah senyum lebar dan keringat,"['seru', 'scrolling', 'ig', 'kak', 'masyaallah', 'mndi', 'cantik', 'wajah', 'senyum', 'lebar', 'dan', 'keringat']",negatif,-1
51,2020,Mirip kak  ,kak,['kak'],netral,0
52,2020,  bales DM kak pliss penting bngttt ğ??­ğ??­ğ?¥º,balas dm kak plis banget wajah menang keras wajah menang keras wajah memelas,"['balas', 'dm', 'kak', 'plis', 'banget', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'memelas']",negatif,-4
53,2020,"hallo kak nad, maaf kaka bole tolong baca dm aku gak yağ?¥ºğ??ğ?» makasih kak sebelumnya",halo kak nad maaf kakak tolong baca dm ya wajah memelas lipat tangan warna kulit cerah terima kasih kak,"['halo', 'kak', 'nad', 'maaf', 'kakak', 'tolong', 'baca', 'dm', 'ya', 'wajah', 'memelas', 'lipat', 'tangan', 'warna', 'kulit', 'cerah', 'terima', 'kasih', 'kak']",positif,4
54,2020,Udah cantik Bae lgğ??,cantik bae wajah senyum lebar mata hati,"['cantik', 'bae', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-3
55,2020,cantul sekali aaaağ??,cantul a wajah senyum lebar mata hati,"['cantul', 'a', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-1
56,2020,Sisttt cantik bgttğ??¢,sist cantik banget wajah menang,"['sist', 'cantik', 'banget', 'wajah', 'menang']",negatif,-3
57,2020,"Sissstt,baca dm aku ya:)ğ??»â?¨",sisst baca dm ya bunga matahari kilau,"['sisst', 'baca', 'dm', 'ya', 'bunga', 'matahari', 'kilau']",positif,4
58,2020,So proud of youğ??­ğ??ğ??,sok proud of you wajah menang keras jempol ke atas jempol ke atas,"['sok', 'proud', 'of', 'you', 'wajah', 'menang', 'keras', 'jempol', 'ke', 'atas', 'jempol', 'ke', 'atas']",positif,4
59,2020,"Kak aku beli masker minta coffe malah coklat yang datang, dan enggak ada respon dichat",kak beli masker coffe coklat respon dichat,"['kak', 'beli', 'masker', 'coffe', 'coklat', 'respon', 'dichat']",positif,1
60,2020,Kak cek dm yaaa makasih,kak cek dm ya terima kasih,"['kak', 'cek', 'dm', 'ya', 'terima', 'kasih']",negatif,-1
61,2020,Kok ga fllw2an sm inka  ,fllwan inka,"['fllwan', 'inka']",netral,0
62,2020, ğ???ğ???â¤ï¸â¤ï¸,wajah beri cium jauh wajah beri cium jauh hati merah hati merah,"['wajah', 'beri', 'cium', 'jauh', 'wajah', 'beri', 'cium', 'jauh', 'hati', 'merah', 'hati', 'merah']",negatif,-6
63,2020,  maaciiiğ???,maaci wajah beri cium jauh,"['maaci', 'wajah', 'beri', 'cium', 'jauh']",negatif,-4
64,2020,  yaaaampunn luvvğ???,yaampun luv wajah beri cium jauh,"['yaampun', 'luv', 'wajah', 'beri', 'cium', 'jauh']",negatif,-4
65,2020,  aamiinğ???ğ???ğ???,amin wajah beri cium jauh wajah beri cium jauh wajah beri cium jauh,"['amin', 'wajah', 'beri', 'cium', 'jauh', 'wajah', 'beri', 'cium', 'jauh', 'wajah', 'beri', 'cium', 'jauh']",negatif,-12
66,2020,  aamiinğ???ğ???,amin wajah beri cium jauh wajah beri cium jauh,"['amin', 'wajah', 'beri', 'cium', 'jauh', 'wajah', 'beri', 'cium', 'jauh']",negatif,-8
67,2020, .syy aamiinğ???,saya amin wajah beri cium jauh,"['saya', 'amin', 'wajah', 'beri', 'cium', 'jauh']",negatif,-7
68,2020,  terimakasih hehee,terimakasih hehe,"['terimakasih', 'hehe']",positif,5
69,2020,  wkwkwk lupaakk,wkwkwk lupaak,"['wkwkwk', 'lupaak']",positif,3
70,2020,  aamiinğ???,amin wajah beri cium jauh,"['amin', 'wajah', 'beri', 'cium', 'jauh']",negatif,-4
71,2020,  ğ??¬ğ???,wajah seringai wajah beri cium dengan mata tutup,"['wajah', 'seringai', 'wajah', 'beri', 'cium', 'dengan', 'mata', 'tutup']",negatif,-4
72,2020, .naddss ğ?¥°ğ?¥°ğ?¥°â¤ï¸â¤ï¸â¤ï¸,nadds wajah senyum dengan hati wajah senyum dengan hati wajah senyum dengan hati hati merah hati merah hati merah,"['nadds', 'wajah', 'senyum', 'dengan', 'hati', 'wajah', 'senyum', 'dengan', 'hati', 'wajah', 'senyum', 'dengan', 'hati', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah']",positif,6
73,2020,  makaaci syggğ???,makaaci sayang wajah beri cium dengan mata tutup,"['makaaci', 'sayang', 'wajah', 'beri', 'cium', 'dengan', 'mata', 'tutup']",negatif,-4
74,2020,  yaallah makaciğ???,yaallah makaci wajah beri cium jauh,"['yaallah', 'makaci', 'wajah', 'beri', 'cium', 'jauh']",negatif,-4
75,2020,  yaampun aamiin dah wkwk,yaampun amin deh wkwk,"['yaampun', 'amin', 'deh', 'wkwk']",netral,0
76,2020, .azkiya aaa gagituğ???,azkiya a gagitu wajah beri cium jauh,"['azkiya', 'a', 'gagitu', 'wajah', 'beri', 'cium', 'jauh']",negatif,-4
77,2020, .padiaaa aamiin ğ???,padia amin wajah beri cium jauh,"['padia', 'amin', 'wajah', 'beri', 'cium', 'jauh']",negatif,-4
78,2020,  wkwkwk maaciw,wkwkwk maaciw,"['wkwkwk', 'maaciw']",positif,3
79,2020,Belom mandi aja cakep kağ???,mandi cakep kak wajah gembira urai air mata,"['mandi', 'cakep', 'kak', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,3
80,2020,Kaka accuuu   ğ??,kakak accu wajah senyum lebar mata hati,"['kakak', 'accu', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-1
81,2020,jangan insecure insecure lagi ya kaaa!!! Udaa cantikkkooo ihğ??â?¥ï¸â?¥ï¸â?¥ï¸luvv u kaaa mwaa,insecure insecure ya kak cantikko ih wajah senyum lebar mata hati hati hati hati luv lu kak mwa,"['insecure', 'insecure', 'ya', 'kak', 'cantikko', 'ih', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'hati', 'hati', 'hati', 'luv', 'lu', 'kak', 'mwa']",negatif,-1
82,2020,"Coba aku yang belom mandi, pasti buriq",coba mandi buriq,"['coba', 'mandi', 'buriq']",positif,1
83,2020,Belom mandi aja cakep,mandi cakep,"['mandi', 'cakep']",positif,4
84,2020,bnr bnr mirip pacarnya rizky fbianğ??­,pacar rizky fbian wajah menang keras,"['pacar', 'rizky', 'fbian', 'wajah', 'menang', 'keras']",negatif,-2
85,2020,knp si cantik mulu anjirrrğ??­â¤,sih cantik mulu anjir wajah menang keras,"['sih', 'cantik', 'mulu', 'anjir', 'wajah', 'menang', 'keras']",negatif,-6
86,2020,Belom mandi aja cantik banget huhâ¤,mandi cantik banget huh,"['mandi', 'cantik', 'banget', 'huh']",negatif,-2
87,2020,Belum mandi aja cantikğ???â¤ï¸â¤ï¸ğ??,mandi cantik wajah gembira urai air mata hati merah hati merah wajah senyum lebar mata hati,"['mandi', 'cantik', 'wajah', 'gembira', 'urai', 'air', 'mata', 'hati', 'merah', 'hati', 'merah', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-2
88,2020,post udah mandinya ditungguğ?¤ª,post mandi tunggu wajah konyol,"['post', 'mandi', 'tunggu', 'wajah', 'konyol']",negatif,-4
89,2020,cantikkk bgttttğ?¥°,cantik banget wajah senyum dengan hati,"['cantik', 'banget', 'wajah', 'senyum', 'dengan', 'hati']",negatif,-1
90,2020,"blur aja cantik, dasar kamu ğ???",blur cantik dasar wajah gembira urai air mata,"['blur', 'cantik', 'dasar', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-7
91,2020,CANGTIP BGT OWNER MASKER FAV AKUNIğ??­,cangtip banget owner masker favorit akun wajah menang keras,"['cangtip', 'banget', 'owner', 'masker', 'favorit', 'akun', 'wajah', 'menang', 'keras']",negatif,-1
92,2020,YaAmpun blom mandi aja msh ckep kağ??­ğ??,yaampun mandi ckep kak wajah menang keras wajah senyum lebar mata hati,"['yaampun', 'mandi', 'ckep', 'kak', 'wajah', 'menang', 'keras', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-2
93,2020,Gausah insecure lagi ka. Kamu cantik apa adanya. I love uğ??ğ???,insecure kak cantik i love lu wajah senyum lebar mata hati wajah beri cium jauh,"['insecure', 'kak', 'cantik', 'i', 'love', 'lu', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'beri', 'cium', 'jauh']",negatif,-5
94,2020,gausah mandi udh cakep!,mandi cakep,"['mandi', 'cakep']",positif,4
95,2020,cantikkk bgttttğ?¥ºğ???â?¨â¤ï¸,cantik banget wajah memelas pelangi kilau hati merah,"['cantik', 'banget', 'wajah', 'memelas', 'pelangi', 'kilau', 'hati', 'merah']",positif,3
96,2020,belom mandi aja bening begini yakk huhu,mandi bening ya huhu,"['mandi', 'bening', 'ya', 'huhu']",negatif,-4
97,2020,Cakep banget dewh,cakep banget dewh,"['cakep', 'banget', 'dewh']",positif,4
98,2020,lucu bgt mami bibu waktu abgğ???ğ???ğ???,lucu banget mami bibu abang wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['lucu', 'banget', 'mami', 'bibu', 'abang', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-2
99,2020,Ibu peri ğ???,peri hati besar,"['peri', 'hati', 'besar']",positif,5
100,2020,Tolong buka DM aku kakğ??ğ?»ğ??ğ?»,tolong buka dm kak lipat tangan warna kulit cerah lipat tangan warna kulit cerah,"['tolong', 'buka', 'dm', 'kak', 'lipat', 'tangan', 'warna', 'kulit', 'cerah', 'lipat', 'tangan', 'warna', 'kulit', 'cerah']",netral,0
101,2020,"Semoga DM ku dibaca ya kak, maaf ngespamğ?¥¹ğ??",moga dm ku baca ya kak maaf ngespam lipat tangan,"['moga', 'dm', 'ku', 'baca', 'ya', 'kak', 'maaf', 'ngespam', 'lipat', 'tangan']",netral,0
102,2020,ka detail produk nya,kak detail produk nya,"['kak', 'detail', 'produk', 'nya']",positif,5
103,2020,Detail produk dong:(,detail produk,"['detail', 'produk']",positif,5
104,2020,Kak mana detail produck nya?,kak detail produck nya,"['kak', 'detail', 'produck', 'nya']",positif,2
105,2020,ka mau detail produknya,kak detail produk,"['kak', 'detail', 'produk']",positif,5
106,2020,Detail produk dongggg:(,detail produk,"['detail', 'produk']",positif,5
107,2020,Bb creamnya apaa,b creamnya,"['b', 'creamnya']",netral,0
108,2020,detail produknyaa kaaa,detail produk kak,"['detail', 'produk', 'kak']",positif,5
109,2020,Umur berapa sihhhhğ??,umur sih wajah senyum lebar mata hati,"['umur', 'sih', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,1
110,2020,Mana detail produknyaaa kak,detail produk kak,"['detail', 'produk', 'kak']",positif,5
111,2020,Cara bkin alis gmana si?,bikin alis sih,"['bikin', 'alis', 'sih']",netral,0
112,2020,mana detail produknyaaaaaa,detail produk,"['detail', 'produk']",positif,5
113,2020,Lipstiknya pke apa?,lipstik pakai,"['lipstik', 'pakai']",netral,0
114,2020,Ka itu yg pertama pke ap,kak pakai,"['kak', 'pakai']",netral,0
115,2020,Ini blush on nya pake apa?,blush on nya pakai,"['blush', 'on', 'nya', 'pakai']",netral,0
117,2020,  mcm mirip ka amana eee,kak amana e,"['kak', 'amana', 'e']",netral,0
118,2020,Kak naddd aku mau endorse donggggg bales DM kuuuğ??¢,kak nad endorse balas dm ku wajah menang,"['kak', 'nad', 'endorse', 'balas', 'dm', 'ku', 'wajah', 'menang']",negatif,-3
119,2020,  nanti akuu tulis di captionn,tulis caption,"['tulis', 'caption']",netral,0
120,2020,  iyaaa nantiiii yaahh lg diluar terus niii,iya ya luar nih,"['iya', 'ya', 'luar', 'nih']",netral,0
121,2020,  maacii u tooğ??,maaci lu wajah senyum lebar mata hati,"['maaci', 'lu', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-1
122,2020,  â¤ï¸â¤ï¸ğ???ğ?»,hati merah hati merah tangan lambai warna kulit cerah,"['hati', 'merah', 'hati', 'merah', 'tangan', 'lambai', 'warna', 'kulit', 'cerah']",positif,3
123,2020,  â¤ï¸â¤ï¸,hati merah hati merah,"['hati', 'merah', 'hati', 'merah']",positif,2
124,2020,detail produknya kaaaa,detail produk kak,"['detail', 'produk', 'kak']",positif,5
125,2020,Cantik bebğ??,cantik beb wajah senyum lebar mata hati,"['cantik', 'beb', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-3
126,2020,Pakai blush brand apa â?ºï¸,pakai blush brand wajah senyum,"['pakai', 'blush', 'brand', 'wajah', 'senyum']",positif,1
127,2020,No make up juga cantikğ??,no pakai up cantik wajah senyum lebar mata hati,"['no', 'pakai', 'up', 'cantik', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-3
128,2020,Skrg udh punya brend sendiri ya kaa  masya allah,brend ya kak masya allah,"['brend', 'ya', 'kak', 'masya', 'allah']",positif,5
129,2020,Masyaallah video lama mamiya cantiknya ga berubahhğ?¥°,masyaallah video mamiya cantik ubah wajah senyum dengan hati,"['masyaallah', 'video', 'mamiya', 'cantik', 'ubah', 'wajah', 'senyum', 'dengan', 'hati']",negatif,-1
130,2020,No softlens  .se,no softlens se,"['no', 'softlens', 'se']",netral,0
131,2020,Knp matanya g d eyeliner / mascara,mata eyeliner mascara,"['mata', 'eyeliner', 'mascara']",negatif,-2
132,2020,Kka nad DM aku di bls yağ??¢,kakak nad dm balas ya wajah menang,"['kakak', 'nad', 'dm', 'balas', 'ya', 'wajah', 'menang']",negatif,-3
133,2020,Kakaaaa baca DM aku yaa,kakak baca dm ya,"['kakak', 'baca', 'dm', 'ya']",positif,2
134,2020,Bn creamnya merek apa yang pink kk,bn creamnya merek pink,"['bn', 'creamnya', 'merek', 'pink']",netral,0
135,2020,lipsticknya pakai apa,lipsticknya pakai,"['lipsticknya', 'pakai']",netral,0
136,2020,Kapan upload morning skincare routine kağ?¥º?,upload morning skincare routine kak wajah memelas,"['upload', 'morning', 'skincare', 'routine', 'kak', 'wajah', 'memelas']",netral,0
137,2020,Bikin tutorial catok rambut dong kak ğ??,bikin tutorial catok rambut kak wajah senyum lebar mata hati,"['bikin', 'tutorial', 'catok', 'rambut', 'kak', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-1
138,2020,Lipstick nya pake apa ka?,lipstick nya pakai kak,"['lipstick', 'nya', 'pakai', 'kak']",netral,0
139,2020,bb cream nya apa kak nadd,b cream nya kak nad,"['b', 'cream', 'nya', 'kak', 'nad']",netral,0
140,2020,lip product nya apa kak,lip product nya kak,"['lip', 'product', 'nya', 'kak']",netral,0
141,2020,MbaÂ²piling gud,mba piling gud,"['mba', 'piling', 'gud']",netral,0
142,2020,Dulu voice overnya masih lemes lemes gini sekarang tiap voice over video selalu sumringahhhhğ??¥,voice over lemes lemes voice over video sumringah api,"['voice', 'over', 'lemes', 'lemes', 'voice', 'over', 'video', 'sumringah', 'api']",netral,0
143,2020,Rambut nya juga dari dulu badaiğ??­ğ??¥â¤ï¸,rambut nya badai wajah menang keras api hati merah,"['rambut', 'nya', 'badai', 'wajah', 'menang', 'keras', 'api', 'hati', 'merah']",negatif,-2
144,2020,Gilsss Mamiya cantik bnget ğ??ğ??,gila mamiya cantik banget wajah senyum lebar mata hati wajah senyum lebar mata hati,"['gila', 'mamiya', 'cantik', 'banget', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-5
145,2020,Bismillah semoga di umunin sekarang aku udah dag-dig-dug semoga rezeki aku buat beli beras aamiin,bismillah moga umunin dagdigdug moga rezeki beli beras amin,"['bismillah', 'moga', 'umunin', 'dagdigdug', 'moga', 'rezeki', 'beli', 'beras', 'amin']",positif,8
146,2020,Suaraa mamiyaaa lucuu bgtt!!ğ??ğ??,suara mamiya lucu banget wajah senyum lebar mata hati tepuk tangan,"['suara', 'mamiya', 'lucu', 'banget', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'tepuk', 'tangan']",positif,2
147,2020,  ak i pgn ky ngene,i pengin kaya ngene,"['i', 'pengin', 'kaya', 'ngene']",netral,0
148,2020,  Philips type apa kakk,philips type kak,"['philips', 'type', 'kak']",netral,0
149,2020,  digimanain kak jeday nya? dipake kyk biasaa?,digimanain kak jeday nya pakai kayak,"['digimanain', 'kak', 'jeday', 'nya', 'pakai', 'kayak']",negatif,-3
150,2020,  philips bos,philips bos,"['philips', 'bos']",positif,3
151,2020,Lucuuuu bet warna rambutnyağ??ğ??ğ??,lucu banget warna rambut wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati,"['lucu', 'banget', 'warna', 'rambut', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-2
152,2020,Pake catok merk apa kk,pakai catok merk,"['pakai', 'catok', 'merk']",netral,0
153,2020,  haha bentuk muka ngn mulut maybe,haha bentuk muka ngn mulut maybe,"['haha', 'bentuk', 'muka', 'ngn', 'mulut', 'maybe']",positif,3
154,2020,  hahaha ap yg sama nye tk sama pun ğ?¤£,hahaha nye tertawa terbahakbahak,"['hahaha', 'nye', 'tertawa', 'terbahakbahak']",positif,5
155,2020,  muka sama lah haha,muka haha,"['muka', 'haha']",netral,0
156,2020, .ns rmbutku ngembng,ns rmbutku ngembng,"['ns', 'rmbutku', 'ngembng']",netral,0
157,2020, .amelia Kek rambutmu,amelia kayak rambut,"['amelia', 'kayak', 'rambut']",negatif,-3
158,2020,  nunggu sbulan agik kita buet agikğ?¤£ğ?¤£,tunggu sbulan agik buet agik tertawa terbahakbahak tertawa terbahakbahak,"['tunggu', 'sbulan', 'agik', 'buet', 'agik', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak']",positif,9
159,2020,Itu gaada pengatur suhu nya ya kak?,atur suhu nya ya kak,"['atur', 'suhu', 'nya', 'ya', 'kak']",netral,0
160,2020,Catoknya beli dmnaa ?,catoknya beli mana,"['catoknya', 'beli', 'mana']",negatif,-1
161,2020,  philips beb,philips beb,"['philips', 'beb']",netral,0
162,2020,  okaay soon yaah maaci,okaay soon ya maaci,"['okaay', 'soon', 'ya', 'maaci']",netral,0
